ID,Title,Content,Excerpt,Date,"Post Type",Permalink,URL,Title,Caption,Description,"Alt Text",URL,_was_shipping_method,_was_shipping_method_conditions,_priority,_dp_original,slide_template,_vc_post_settings,category_sticky_post,sbg_selected_sidebar,sbg_selected_sidebar_replacement,_um_custom_access_settings,_um_accessible,_um_access_redirect2,_um_access_roles,_um_access_redirect,yst_prominent_words_version,Status,Author,Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
18570,"zone5 (Пятигорск)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-pyatigorsk/,,,,,,,"a:6:{s:14:""shipping_title"";s:51:""Ставропольский край, Россия"";s:13:""shipping_cost"";s:3:""820"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:40:""RU_Ставропольский край"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:18:""Пятигорск"";}}}",1,3142,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",0,,,,,,,,,publish,312,zone5-pyatigorsk,,,0,0,0,open,open,2016-09-29
18571,"zone5 (Ставропольский край, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-stavropolskij-kraj-rossiya-2/,,,,,,,"a:6:{s:14:""shipping_title"";s:51:""Ставропольский край, Россия"";s:13:""shipping_cost"";s:4:""1170"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:40:""RU_Ставропольский край"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:18:""Пятигорск"";}}}",1,3143,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone5-stavropolskij-kraj-rossiya-2,,,0,0,0,open,open,2016-03-18
18572,"zone7 (Абакан)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-abakan/,,,,,,,"a:6:{s:14:""shipping_title"";s:37:""Респ Хакасия, Россия"";s:13:""shipping_cost"";s:3:""850"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:26:""RU_Респ Хакасия"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:12:""Абакан"";}}}",1,3144,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone7-abakan,,,0,0,0,open,open,2016-03-18
18573,"zone7 (Респ Хакасия, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-resp-hakasiya-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:37:""Респ Хакасия, Россия"";s:13:""shipping_cost"";s:4:""1275"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:26:""RU_Респ Хакасия"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:12:""Абакан"";}}}",1,3145,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone7-resp-hakasiya-rossiya,,,0,0,0,open,open,2016-03-18
18574,"zone7 (Барнаул)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-barnaul/,,,,,,,"a:6:{s:14:""shipping_title"";s:41:""Алтайский край, Россия"";s:13:""shipping_cost"";s:3:""850"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:30:""RU_Алтайский край"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:14:""Барнаул"";}}}",1,3146,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone7-barnaul,,,0,0,0,open,open,2016-03-18
18575,"zone7 (Алтайский край, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-altajskij-kraj-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:41:""Алтайский край, Россия"";s:13:""shipping_cost"";s:4:""1275"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:30:""RU_Алтайский край"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:14:""Барнаул"";}}}",1,3147,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone7-altajskij-kraj-rossiya,,,0,0,0,open,open,2016-03-18
18576,"zone7 (Горно-Алтайск)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-gorno-altajsk/,,,,,,,"a:6:{s:14:""shipping_title"";s:33:""Респ Алтай, Россия"";s:13:""shipping_cost"";s:3:""850"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:22:""RU_Респ Алтай"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:25:""Горно-Алтайск"";}}}",1,3148,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone7-gorno-altajsk,,,0,0,0,open,open,2016-03-18
18577,"zone7 (Респ Алтай, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-resp-altaj-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:33:""Респ Алтай, Россия"";s:13:""shipping_cost"";s:4:""1275"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:22:""RU_Респ Алтай"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:25:""Горно-Алтайск"";}}}",1,3149,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone7-resp-altaj-rossiya,,,0,0,0,open,open,2016-03-18
18578,"zone7 (Кемерово)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-kemerovo/,,,,,,,"a:6:{s:14:""shipping_title"";s:43:""Кемеровская обл, Россия"";s:13:""shipping_cost"";s:3:""850"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:32:""RU_Кемеровская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:16:""Кемерово"";}}}",1,3150,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone7-kemerovo,,,0,0,0,open,open,2016-03-18
18579,"zone7 (Кемеровская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-kemerovskaya-obl-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:43:""Кемеровская обл, Россия"";s:13:""shipping_cost"";s:4:""1275"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:32:""RU_Кемеровская обл"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:16:""Кемерово"";}}}",1,3151,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone7-kemerovskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18580,"zone7 (Красноярск)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-krasnoyarsk/,,,,,,,"a:6:{s:14:""shipping_title"";s:47:""Красноярский край, Россия"";s:13:""shipping_cost"";s:3:""850"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:36:""RU_Красноярский край"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:20:""Красноярск"";}}}",1,3152,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone7-krasnoyarsk,,,0,0,0,open,open,2016-03-18
18581,"zone7 (Красноярский край, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-krasnoyarskij-kraj-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:47:""Красноярский край, Россия"";s:13:""shipping_cost"";s:4:""1275"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:36:""RU_Красноярский край"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:20:""Красноярск"";}}}",1,3153,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone7-krasnoyarskij-kraj-rossiya,,,0,0,0,open,open,2016-03-18
18582,"zone7 (Нижневартовск)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-nizhnevartovsk/,,,,,,,"a:6:{s:14:""shipping_title"";s:88:""Ханты-Мансийский Автономный округ - Югра, Россия"";s:13:""shipping_cost"";s:3:""850"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:77:""RU_Ханты-Мансийский Автономный округ - Югра"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:26:""Нижневартовск"";}}}",1,3154,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone7-nizhnevartovsk,,,0,0,0,open,open,2016-03-18
18583,"zone7 (Ханты-Мансийский Автономный округ - Югра, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-hanty-mansijskij-avtonomnyj-okrug-yugra-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:88:""Ханты-Мансийский Автономный округ - Югра, Россия"";s:13:""shipping_cost"";s:4:""1275"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:77:""RU_Ханты-Мансийский Автономный округ - Югра"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:26:""Нижневартовск"";}}}",1,3155,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone7-hanty-mansijskij-avtonomnyj-okrug-yugra-rossiya,,,0,0,0,open,open,2016-03-18
18584,"zone7 (Новокузнецк)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-novokuznetsk/,,,,,,,"a:6:{s:14:""shipping_title"";s:43:""Кемеровская обл, Россия"";s:13:""shipping_cost"";s:3:""850"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:32:""RU_Кемеровская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:22:""Новокузнецк"";}}}",1,3158,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone7-novokuznetsk,,,0,0,0,open,open,2016-03-18
18585,"zone7 (Кемеровская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-kemerovskaya-obl-rossiya-2/,,,,,,,"a:6:{s:14:""shipping_title"";s:43:""Кемеровская обл, Россия"";s:13:""shipping_cost"";s:4:""1275"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:32:""RU_Кемеровская обл"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:22:""Новокузнецк"";}}}",1,3159,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone7-kemerovskaya-obl-rossiya-2,,,0,0,0,open,open,2016-03-18
18586,"zone7 (Новосибирск)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-novosibirsk/,,,,,,,"a:6:{s:14:""shipping_title"";s:47:""Новосибирская обл, Россия"";s:13:""shipping_cost"";s:3:""850"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:36:""RU_Новосибирская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:22:""Новосибирск"";}}}",1,3160,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone7-novosibirsk,,,0,0,0,open,open,2016-03-18
18587,"zone7 (Новосибирская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-novosibirskaya-obl-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:47:""Новосибирская обл, Россия"";s:13:""shipping_cost"";s:4:""1275"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:36:""RU_Новосибирская обл"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:22:""Новосибирск"";}}}",1,3161,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone7-novosibirskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18588,"zone7 (Омск)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-omsk/,,,,,,,"a:6:{s:14:""shipping_title"";s:33:""Омская обл, Россия"";s:13:""shipping_cost"";s:3:""850"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:22:""RU_Омская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:8:""Омск"";}}}",1,3162,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone7-omsk,,,0,0,0,open,open,2016-03-18
18589,"zone7 (Омская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-omskaya-obl-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:33:""Омская обл, Россия"";s:13:""shipping_cost"";s:4:""1275"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:22:""RU_Омская обл"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:8:""Омск"";}}}",1,3163,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone7-omskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18590,"zone7 (Сургут)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-surgut/,,,,,,,"a:6:{s:14:""shipping_title"";s:88:""Ханты-Мансийский Автономный округ - Югра, Россия"";s:13:""shipping_cost"";s:3:""850"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:77:""RU_Ханты-Мансийский Автономный округ - Югра"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:12:""Сургут"";}}}",1,3164,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone7-surgut,,,0,0,0,open,open,2016-03-18
18591,"zone7 (Ханты-Мансийский Автономный округ - Югра, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-hanty-mansijskij-avtonomnyj-okrug-yugra-rossiya-2/,,,,,,,"a:6:{s:14:""shipping_title"";s:88:""Ханты-Мансийский Автономный округ - Югра, Россия"";s:13:""shipping_cost"";s:4:""1275"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:77:""RU_Ханты-Мансийский Автономный округ - Югра"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:12:""Сургут"";}}}",1,3165,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone7-hanty-mansijskij-avtonomnyj-okrug-yugra-rossiya-2,,,0,0,0,open,open,2016-03-18
18592,"zone7 (Томск)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-tomsk/,,,,,,,"a:6:{s:14:""shipping_title"";s:35:""Томская обл, Россия"";s:13:""shipping_cost"";s:3:""850"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:24:""RU_Томская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:10:""Томск"";}}}",1,3166,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone7-tomsk,,,0,0,0,open,open,2016-03-18
18593,"zone7 (Томская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-tomskaya-obl-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:35:""Томская обл, Россия"";s:13:""shipping_cost"";s:4:""1275"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:24:""RU_Томская обл"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:10:""Томск"";}}}",1,3167,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone7-tomskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18594,"zone7 (Ханты-Мансийск)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-hanty-mansijsk/,,,,,,,"a:6:{s:14:""shipping_title"";s:88:""Ханты-Мансийский Автономный округ - Югра, Россия"";s:13:""shipping_cost"";s:3:""850"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:77:""RU_Ханты-Мансийский Автономный округ - Югра"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:27:""Ханты-Мансийск"";}}}",1,3168,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone7-hanty-mansijsk,,,0,0,0,open,open,2016-03-18
18595,"zone7 (Ханты-Мансийский Автономный округ - Югра, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone7-hanty-mansijskij-avtonomnyj-okrug-yugra-rossiya-3/,,,,,,,"a:6:{s:14:""shipping_title"";s:88:""Ханты-Мансийский Автономный округ - Югра, Россия"";s:13:""shipping_cost"";s:4:""1275"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:77:""RU_Ханты-Мансийский Автономный округ - Югра"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:27:""Ханты-Мансийск"";}}}",1,3169,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone7-hanty-mansijskij-avtonomnyj-okrug-yugra-rossiya-3,,,0,0,0,open,open,2016-03-18
